transaction_id,date,filer,transaction_type,amount,payee,purpose,explanation,target_candidate,support_oppose,amount_toward_target,race,office,district,party,detail_url,first_seen,phase,target_as_filed
a_01m1pbw30gfczav87ges6s07zn,2026-09-03,MPA CAMPAIGN VOTE!,Independent Expenditure,2596.86,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass contract,Shanna Cox,Support,432.81,Senator District 21,Senator,21,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pbw30gfczav87ges6s07zn,2026-09-04 17:29,General,
a_01m1pbw30gfczav87ges6s07zn,2026-09-03,MPA CAMPAIGN VOTE!,Independent Expenditure,2596.86,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass contract,Scott A. Harriman,Support,432.81,Representative District 94,Representative,94,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pbw30gfczav87ges6s07zn,2026-09-04 17:29,General,
a_01m1pbw30gfczav87ges6s07zn,2026-09-03,MPA CAMPAIGN VOTE!,Independent Expenditure,2596.86,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass contract,Laurie Osher,Support,432.81,Representative District 25,Representative,25,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pbw30gfczav87ges6s07zn,2026-09-04 17:29,General,
a_01m1pbw30gfczav87ges6s07zn,2026-09-03,MPA CAMPAIGN VOTE!,Independent Expenditure,2596.86,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass contract,Gordon Powell Street,Support,432.81,Representative District 28,Representative,28,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pbw30gfczav87ges6s07zn,2026-09-04 17:29,General,
a_01m1pbw30gfczav87ges6s07zn,2026-09-03,MPA CAMPAIGN VOTE!,Independent Expenditure,2596.86,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass contract,Hannah Pingree,Support,432.81,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pbw30gfczav87ges6s07zn,2026-09-04 17:29,General,
a_01m1pbw30gfczav87ges6s07zn,2026-09-03,MPA CAMPAIGN VOTE!,Independent Expenditure,2596.86,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass contract,Michael Tipping,Support,432.81,Senator District 8,Senator,8,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pbw30gfczav87ges6s07zn,2026-09-04 17:29,General,Mike Tipping
a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-03,MPA Votes,Independent Expenditure,500.00,MAINE PEOPLE'S ALLIANCE,"LIT - Palmcards, signs, stickers, etc.",canvass lit,Shanna Cox,Support,83.33,Senator District 21,Senator,21,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-04 17:29,General,
a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-03,MPA Votes,Independent Expenditure,500.00,MAINE PEOPLE'S ALLIANCE,"LIT - Palmcards, signs, stickers, etc.",canvass lit,Hannah Pingree,Support,83.34,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-04 17:29,General,
a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-03,MPA Votes,Independent Expenditure,500.00,MAINE PEOPLE'S ALLIANCE,"LIT - Palmcards, signs, stickers, etc.",canvass lit,Scott A. Harriman,Support,83.34,Representative District 94,Representative,94,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-04 17:29,General,
a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-03,MPA Votes,Independent Expenditure,500.00,MAINE PEOPLE'S ALLIANCE,"LIT - Palmcards, signs, stickers, etc.",canvass lit,Michael Tipping,Support,83.33,Senator District 8,Senator,8,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-04 17:29,General,
a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-03,MPA Votes,Independent Expenditure,500.00,MAINE PEOPLE'S ALLIANCE,"LIT - Palmcards, signs, stickers, etc.",canvass lit,Gordon Powell Street,Support,83.33,Representative District 28,Representative,28,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-04 17:29,General,
a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-03,MPA Votes,Independent Expenditure,500.00,MAINE PEOPLE'S ALLIANCE,"LIT - Palmcards, signs, stickers, etc.",canvass lit,Laurie Osher,Support,83.33,Representative District 25,Representative,25,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pcfmdrenbrgfjwgvk5b04z,2026-09-04 17:29,General,
a_01m1pee84xe03sn7gdbzv46sr3,2026-09-01,Maine Wins Together,Independent Expenditure,325.00,"Blue Advertising, LLC",OTH - Other,Graphic Design Services,Richard Bennett,Support,325.00,Governor,Governor,-,Unenrolled,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01m1pee84xe03sn7gdbzv46sr3,2026-09-04 17:29,General,
a_01ky019efqed2ahv257z6taxv2,2026-07-20,Maine Wins Together,Independent Expenditure,1900.00,Crosby Creative Company,WEB - Website costs,Website Development,Richard Bennett,Support,1900.00,Governor,Governor,-,Unenrolled,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ky019efqed2ahv257z6taxv2,2026-09-04 17:29,General,
a_01ky00xnr9fw88kt64sy8kcf44,2026-07-01,Maine Wins Together,Independent Expenditure,7496.00,Cold Harbor Creative,TVN - TV ads and production,Advertising Production/Editing/Licensing,Richard Bennett,Support,7496.00,Governor,Governor,-,Unenrolled,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ky00xnr9fw88kt64sy8kcf44,2026-08-31 13:15,General,Rick Bennett
a_01kxge5qg6f7va2y158fzh7q9m,2026-06-30,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,634.25,MAINE CONSERVATION VOTERS,"PER - Staffing, consulting",Staff Time - June,Hannah Pingree,Support,634.25,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kxge5qg6f7va2y158fzh7q9m,2026-08-31 13:15,General,
a_01kxy13d13fgdts3cvabrqmncj,2026-06-30,Maine Wins Together,Independent Expenditure,4550.00,Pan Atlantic Research,"POL - Polling, survey research",Polling,Richard Bennett,Support,4550.00,Governor,Governor,-,Unenrolled,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kxy13d13fgdts3cvabrqmncj,2026-08-31 13:15,General,Rick Bennett
a_01kxeb0cbpfcqafmn0eszsdj61,2026-06-19,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,314.60,MAINE CONSERVATION VOTERS,WEB - Website costs,Emails,Hannah Pingree,Support,314.60,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kxeb0cbpfcqafmn0eszsdj61,2026-08-31 13:15,General,
a_01kxy0ybkfeydv97dk6ahvfq1a,2026-06-10,Maine Wins Together,Independent Expenditure,30000.00,"American Digital Media Strategies, LLC",TVN - TV ads and production,Digital Consulting/Production,Richard Bennett,Support,30000.00,Governor,Governor,-,Unenrolled,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kxy0ybkfeydv97dk6ahvfq1a,2026-08-31 13:15,General,Rick Bennett
a_01ktqdez3deb3am5nc71re136n,2026-06-09,Working Mainers First,Independent Expenditure,8827.30,Our Revolution,"PHO - Phone bank, robocalls/texts",Texting Services,Troy Dale Jackson,Support,8827.30,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqdez3deb3am5nc71re136n,2026-08-31 13:15,Primary,Troy Jackson
a_01ktqdh32sefp8mf9w12b5tfgz,2026-06-09,Working Mainers First,Independent Expenditure,8700.00,"Targeted Platform Media, LLC",TVN - TV ads and production,Media Buy,Troy Dale Jackson,Support,8700.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqdh32sefp8mf9w12b5tfgz,2026-08-31 13:15,Primary,Troy Jackson
a_01ktta95t8ebatwwx3endvd8jk,2026-06-09,Working Mainers First,Independent Expenditure,3000.00,DS Political,"ONL - Social media, online ads","""Digital Advertising: Programmatic Second Additional CTV and video spend",Troy Dale Jackson,Support,3000.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktta95t8ebatwwx3endvd8jk,2026-08-31 13:15,Primary,Troy Jackson
a_01kttaancxf099cyr3gp2gxsjz,2026-06-09,Working Mainers First,Independent Expenditure,1000.00,Meta,"ONL - Social media, online ads",Digital Advertising: Meta Second Additional static spend,Troy Dale Jackson,Support,1000.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttaancxf099cyr3gp2gxsjz,2026-08-31 13:15,Primary,Troy Jackson
a_01kttac6kpfgnsebymsdc937z9,2026-06-09,Working Mainers First,Independent Expenditure,750.00,Frame Media Strategies,"ONL - Social media, online ads","Digital Advertising: Media buy, planning, placement, optimization, and targeting Second Additional CTV/meta static Spend",Troy Dale Jackson,Support,750.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttac6kpfgnsebymsdc937z9,2026-08-31 13:15,Primary,Troy Jackson
a_01kttadtvtehqvexdw0hzvje1a,2026-06-09,Working Mainers First,Independent Expenditure,1300.00,Frame Media Strategies,"ONL - Social media, online ads",Planning and Placement of a TV ad,Troy Dale Jackson,Support,1300.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttadtvtehqvexdw0hzvje1a,2026-08-31 13:15,Primary,Troy Jackson
a_01kttafpg8fm6r3a9727amtvfm,2026-06-09,Working Mainers First,Independent Expenditure,5250.00,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,5250.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttafpg8fm6r3a9727amtvfm,2026-08-31 13:15,Primary,Troy Jackson
a_01kttahnpjfmtanfdm6cfw5syw,2026-06-09,Working Mainers First,Independent Expenditure,3216.83,DS Political,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,3216.83,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttahnpjfmtanfdm6cfw5syw,2026-08-31 13:16,Primary,Troy Jackson
a_01kttak9gaftxawya9qkahezr9,2026-06-09,Working Mainers First,Independent Expenditure,591.25,Frame Media Strategies,"ONL - Social media, online ads","Digital Advertising: Media buy, planning, placement, optimization, and targeting",Troy Dale Jackson,Support,591.25,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttak9gaftxawya9qkahezr9,2026-08-31 13:16,Primary,Troy Jackson
a_01kttan69beht91yxnywakwzct,2026-06-09,Working Mainers First,Independent Expenditure,1190.00,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1190.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttan69beht91yxnywakwzct,2026-08-31 13:16,Primary,Troy Jackson
a_01kttapgxnfya8ytxayhzyhsdw,2026-06-09,Working Mainers First,Independent Expenditure,5610.00,DS Political,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,5610.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttapgxnfya8ytxayhzyhsdw,2026-08-31 13:16,Primary,Troy Jackson
a_01kttatjbtexpsqrhjpedcx8y4,2026-06-09,Working Mainers First,Independent Expenditure,1700.00,DS Political,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1700.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttatjbtexpsqrhjpedcx8y4,2026-08-31 13:16,Primary,Troy Jackson
a_01kttavwm1e9taras4qcw77dyc,2026-06-09,Working Mainers First,Independent Expenditure,1700.00,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1700.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttavwm1e9taras4qcw77dyc,2026-08-31 13:16,Primary,Troy Jackson
a_01kttax75xfwqry1vvtzmcgyey,2026-06-09,Working Mainers First,Independent Expenditure,600.00,Frame Media Strategies,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,600.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttax75xfwqry1vvtzmcgyey,2026-08-31 13:16,Primary,Troy Jackson
a_01kttaydppe67sekqtc5wkzrhg,2026-06-09,Working Mainers First,Independent Expenditure,3000.00,DS Political,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,3000.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttaydppe67sekqtc5wkzrhg,2026-08-31 13:16,Primary,Troy Jackson
a_01kttazme2fhm8fnaat9sgxpgg,2026-06-09,Working Mainers First,Independent Expenditure,1500.00,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1500.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttazme2fhm8fnaat9sgxpgg,2026-08-31 13:16,Primary,Troy Jackson
a_01kttb0zx8fpsa7strdttkbjk1,2026-06-09,Working Mainers First,Independent Expenditure,1250.00,Frame Media Strategies,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1250.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kttb0zx8fpsa7strdttkbjk1,2026-08-31 13:16,Primary,Troy Jackson
a_01kx1afgdjep8b9mvrc0be305z,2026-06-09,Safer Maine PAC,Independent Expenditure,173.81,Scale To Win,"PHO - Phone bank, robocalls/texts",Robotexts sent to Democratic primary voters in Senate District 30 in support of Ellie Sato.,Eleanor Sato,Support,173.81,Senator District 30,Senator,30,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kx1afgdjep8b9mvrc0be305z,2026-08-31 13:16,Primary,
a_01kxdzxpyrfcmtx2pxzqz9431f,2026-06-09,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,1981.52,MAINE CONSERVATION VOTERS,"PHO - Phone bank, robocalls/texts",Scale To Win - text messaging,Hannah Pingree,Support,1981.52,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kxdzxpyrfcmtx2pxzqz9431f,2026-08-31 13:16,Primary,
a_01ktkwq44me0ds64q4j1srd7w5,2026-06-08,MPA CAMPAIGN VOTE!,Independent Expenditure,2701.80,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass and Digital,Shenna Bellows,Support,2361.34,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwq44me0ds64q4j1srd7w5,2026-08-31 13:16,Primary,
a_01ktkwq44me0ds64q4j1srd7w5,2026-06-08,MPA CAMPAIGN VOTE!,Independent Expenditure,2701.80,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass and Digital,Rachel Mary Phipps,Support,170.23,Representative District 135,Representative,135,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwq44me0ds64q4j1srd7w5,2026-08-31 13:16,Primary,Rachel Phipps
a_01ktkwq44me0ds64q4j1srd7w5,2026-06-08,MPA CAMPAIGN VOTE!,Independent Expenditure,2701.80,MAINE PEOPLE'S ALLIANCE,"PER - Staffing, consulting",Canvass and Digital,Mana Hared Abdi,Support,170.23,Senator District 21,Senator,21,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwq44me0ds64q4j1srd7w5,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Chad Richard Perkins,Support,235.35,Senator District 4,Senator,4,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Billy Bob Faulkingham,Support,170.70,Senator District 6,Senator,6,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Kenneth Cianchette,Support,68.15,Senator District 26,Senator,26,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Susan Bernard,Support,39.65,Representative District 3,Representative,3,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,William R Tuell,Support,42.40,Representative District 10,Representative,10,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Nancy Jean Theriault,Support,42.10,Representative District 29,Representative,29,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Chris P Austin,Support,16.10,Representative District 43,Representative,43,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Brady Alden Clark,Support,29.90,Representative District 44,Representative,44,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Dexter 'Buzz' Bridges,Support,38.85,Representative District 58,Representative,58,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Mike Soboleski,Support,36.15,Representative District 73,Representative,73,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Tammy Schmersal-Burgess,Support,36.40,Representative District 77,Representative,77,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktkwty73esqtns6rjghqvxy4,2026-06-08,NRA POLITICAL VICTORY FUND,Independent Expenditure,784.75,"i360, LLC","PHO - Phone bank, robocalls/texts",SMS Messaging in Support of Candidates,Adrienne Paul,Support,29.00,Representative District 85,Representative,85,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktkwty73esqtns6rjghqvxy4,2026-08-31 13:16,Primary,
a_01ktp81qxaew39ntpa9qxzfvpn,2026-06-08,Working Families Party PAC,Independent Expenditure,4000.00,"Community Labor Administrative Services, Inc","PHO - Phone bank, robocalls/texts",Texting,"Angus S. King, III",Oppose,800.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktp81qxaew39ntpa9qxzfvpn,2026-08-31 13:16,Primary,
a_01ktp81qxaew39ntpa9qxzfvpn,2026-06-08,Working Families Party PAC,Independent Expenditure,4000.00,"Community Labor Administrative Services, Inc","PHO - Phone bank, robocalls/texts",Texting,Nirav Shah,Oppose,800.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktp81qxaew39ntpa9qxzfvpn,2026-08-31 13:16,Primary,
a_01ktp81qxaew39ntpa9qxzfvpn,2026-06-08,Working Families Party PAC,Independent Expenditure,4000.00,"Community Labor Administrative Services, Inc","PHO - Phone bank, robocalls/texts",Texting,Hannah Pingree,Support,800.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktp81qxaew39ntpa9qxzfvpn,2026-08-31 13:16,Primary,
a_01ktp81qxaew39ntpa9qxzfvpn,2026-06-08,Working Families Party PAC,Independent Expenditure,4000.00,"Community Labor Administrative Services, Inc","PHO - Phone bank, robocalls/texts",Texting,Troy Dale Jackson,Support,800.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktp81qxaew39ntpa9qxzfvpn,2026-08-31 13:16,Primary,
a_01ktp81qxaew39ntpa9qxzfvpn,2026-06-08,Working Families Party PAC,Independent Expenditure,4000.00,"Community Labor Administrative Services, Inc","PHO - Phone bank, robocalls/texts",Texting,Shenna Bellows,Support,800.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktp81qxaew39ntpa9qxzfvpn,2026-08-31 13:16,Primary,
a_01ktpc40g9fdmsfm404j4f6yh5,2026-06-08,Working Families Party PAC,Independent Expenditure,738.97,"Community Labor Administrative Services, Inc","PER - Staffing, consulting",Staff time,"Angus S. King, III",Oppose,147.80,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktpc40g9fdmsfm404j4f6yh5,2026-08-31 13:16,Primary,
a_01ktpc40g9fdmsfm404j4f6yh5,2026-06-08,Working Families Party PAC,Independent Expenditure,738.97,"Community Labor Administrative Services, Inc","PER - Staffing, consulting",Staff time,Nirav Shah,Oppose,147.79,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktpc40g9fdmsfm404j4f6yh5,2026-08-31 13:16,Primary,
a_01ktpc40g9fdmsfm404j4f6yh5,2026-06-08,Working Families Party PAC,Independent Expenditure,738.97,"Community Labor Administrative Services, Inc","PER - Staffing, consulting",Staff time,Shenna Bellows,Support,147.79,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktpc40g9fdmsfm404j4f6yh5,2026-08-31 13:16,Primary,
a_01ktpc40g9fdmsfm404j4f6yh5,2026-06-08,Working Families Party PAC,Independent Expenditure,738.97,"Community Labor Administrative Services, Inc","PER - Staffing, consulting",Staff time,Hannah Pingree,Support,147.80,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktpc40g9fdmsfm404j4f6yh5,2026-08-31 13:16,Primary,
a_01ktpc40g9fdmsfm404j4f6yh5,2026-06-08,Working Families Party PAC,Independent Expenditure,738.97,"Community Labor Administrative Services, Inc","PER - Staffing, consulting",Staff time,Troy Dale Jackson,Support,147.79,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktpc40g9fdmsfm404j4f6yh5,2026-08-31 13:16,Primary,
a_01ktqck1raezy8tqggwgby10xh,2026-06-08,Working Mainers First,Independent Expenditure,3000.00,DS Political,"ONL - Social media, online ads","""Digital Advertising: Programmatic Second Additional CTV and video spend",Troy Dale Jackson,Support,3000.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqck1raezy8tqggwgby10xh,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqcnmrsefxbmp9pjy74r45m,2026-06-08,Working Mainers First,Independent Expenditure,1000.00,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1000.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqcnmrsefxbmp9pjy74r45m,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqd8mkpf4a8rmdq76q8vqjp,2026-06-08,Working Mainers First,Independent Expenditure,1250.00,Frame Media Strategies,"ONL - Social media, online ads","Media buy, planning, placement, optimization, and targeting Second Additional CTV/meta static Spend",Troy Dale Jackson,Support,1250.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqd8mkpf4a8rmdq76q8vqjp,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqfdmhge9stytqanf7hkh6c,2026-06-08,Working Mainers First,Independent Expenditure,133.57,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,133.57,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqfdmhge9stytqanf7hkh6c,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqffjmxe32tzt3q3x7brr76,2026-06-08,Working Mainers First,Independent Expenditure,3216.82,DS Political,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,3216.82,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqffjmxe32tzt3q3x7brr76,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqfhfkkfx09qb5gykg60pv7,2026-06-08,Working Mainers First,Independent Expenditure,591.25,Frame Media Strategies,"ONL - Social media, online ads","Media buy, planning, placement, optimization, and targeting",Troy Dale Jackson,Support,591.25,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqfhfkkfx09qb5gykg60pv7,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqfjw9vfxpra19f0fhqjnek,2026-06-08,Working Mainers First,Independent Expenditure,1190.00,Meta,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,1190.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqfjw9vfxpra19f0fhqjnek,2026-08-31 13:16,Primary,Troy Jackson
a_01ktqfmjxmfndsh53z76f2hsgc,2026-06-08,Working Mainers First,Independent Expenditure,5610.00,DS Political,"ONL - Social media, online ads",Digital Ad,Troy Dale Jackson,Support,5610.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01ktqfmjxmfndsh53z76f2hsgc,2026-08-31 13:16,Primary,Troy Jackson
