transaction_id,date,filer,transaction_type,amount,payee,purpose,explanation,target_candidate,support_oppose,amount_toward_target,race,office,district,party,detail_url,first_seen,phase,target_as_filed
a_01kn9sykz4fs6tg7spyffnvx2f,2026-03-31,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,23.24,MAINE CONSERVATION VOTERS,"ONL - Social media, online ads",Social media post,Hannah Pingree,Support,23.24,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kn9sykz4fs6tg7spyffnvx2f,2026-08-31 13:21,Primary,
a_01kn266gyqe3er8nj1tdp8qjv8,2026-03-12,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,12500.00,Tavern Research Inc.,"POL - Polling, survey research","Unrelated to special election, Survey of likely Maine democratic primary voters",Hannah Pingree,Support,12500.00,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kn266gyqe3er8nj1tdp8qjv8,2026-08-31 13:21,Primary,
a_01kp971kj2ev9sjfsewyjp1mgf,2026-03-06,RECLAIM MAINE,Independent Expenditure,12493.38,Lariat Strategies LLC,"ONL - Social media, online ads",Digital ads in support of Bobby Charles,Robert B. Charles,Support,12493.38,Governor,Governor,-,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kp971kj2ev9sjfsewyjp1mgf,2026-08-31 13:21,Primary,Bobby Charles
a_01kn26s2c7e23tpzsw74dhp54e,2026-03-02,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,1236.80,MAINE CONSERVATION VOTERS,WEB - Website costs,Email endorsing Hannah Pingree,Hannah Pingree,Support,1236.80,Governor,Governor,-,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kn26s2c7e23tpzsw74dhp54e,2026-08-31 13:21,Primary,
a_01kntryvtxep5b11906he53aag,2026-02-26,Restoration of America PAC Maine,Independent Expenditure,1367865.65,Gen2 Solutions LLC,TVN - TV ads and production,Production and placement of TV advertisements,Garrett Paul Mason,Support,1367865.65,Governor,Governor,-,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kntryvtxep5b11906he53aag,2026-08-31 13:21,Primary,
a_01knq406csfq6stmy7htd51dej,2026-02-24,Maine Republican Party,Independent Expenditure,150.20,Numinar Inc,"PHO - Phone bank, robocalls/texts",SMS Advertising,Janet Inger Beaudoin,Support,150.20,Representative District 94,Representative,94,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01knq406csfq6stmy7htd51dej,2026-08-31 13:21,Primary,
a_01kx67n79he1er1c82ww5ym0ha,2026-02-21,Franklin County Republican Committee,Independent Expenditure,347.99,Randall Gauvin,EQP - Equipment of $50 or more,To reimburse Randy for Generator for Lincoln Day social raffle,Randall Douglas Gauvin,Support,347.99,Representative District 75,Representative,75,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kx67n79he1er1c82ww5ym0ha,2026-08-31 13:21,Primary,
a_01kme0z4dkeh3ajrmpfsw7s36w,2026-02-16,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,6434.28,Convergence Targeted Communication,MHS - Direct mail (all costs included),Mail,Scott Harriman,Support,4334.28,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme0z4dkeh3ajrmpfsw7s36w,2026-08-31 13:21,Primary,
a_01kme0z4dkeh3ajrmpfsw7s36w,2026-02-16,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,6434.28,Convergence Targeted Communication,MHS - Direct mail (all costs included),Mail,Janet Beaudoin,Oppose,2100.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme0z4dkeh3ajrmpfsw7s36w,2026-08-31 13:21,Primary,
a_01kme13nj1ec3rmhza7sxrg51q,2026-02-16,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,700.00,Convergence Targeted Communication,"PHO - Phone bank, robocalls/texts",phones,Scott Harriman,Support,700.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme13nj1ec3rmhza7sxrg51q,2026-08-31 13:21,Primary,
a_01kn26pc10fe2rqbmj17my725a,2026-02-12,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,4.32,MAINE CONSERVATION VOTERS,WEB - Website costs,Email endorsing Scott Harriman in DH 94 special election,Scott Harriman,Support,4.32,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kn26pc10fe2rqbmj17my725a,2026-08-31 13:21,Primary,
a_01kn2b6nvnf1ytzqedn42ehgtm,2026-02-12,MAINE CONSERVATION VOTERS ACTION FUND,Independent Expenditure,53.61,MAINE CONSERVATION VOTERS,"PER - Staffing, consulting",Staff time to produce Email endorsing Scott Harriman in DH 94 special election,Scott Harriman,Support,53.61,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kn2b6nvnf1ytzqedn42ehgtm,2026-08-31 13:21,Primary,
a_01kme0vzqre4xsb12em8bmqt9m,2026-02-11,MPA CAMPAIGN VOTE!,Independent Expenditure,325.00,Maine People's Alliance,"PER - Staffing, consulting",canvass and organizing contract,Scott Harriman,Support,325.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme0vzqre4xsb12em8bmqt9m,2026-08-31 13:21,Primary,
a_01kme0qryqekctjzyqwxvade90,2026-02-09,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,2231.96,Convergence Targeted Communication,MHS - Direct mail (all costs included),Mail,Scott Harriman,Support,2231.96,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme0qryqekctjzyqwxvade90,2026-08-31 13:21,Primary,
a_01knq7bb2rfcnb60fz55v8p3q4,2026-02-09,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,2231.96,Convergence Targeted Communication,MHS - Direct mail (all costs included),mail,Scott Harriman,Oppose,2231.96,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01knq7bb2rfcnb60fz55v8p3q4,2026-08-31 13:21,Primary,
a_01kx469k4bfs9b5824hma2ws04,2026-02-03,LEWISTON DEMOCRATIC CITY COMMITTEE,Independent Expenditure,36.70,Scale to Win,"PHO - Phone bank, robocalls/texts",Text for Scott Harriman HD 94 Campaign,Scott Harriman,Support,36.70,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kx469k4bfs9b5824hma2ws04,2026-08-31 13:21,Primary,
a_01kme0n46feg599s80xrz6h2e1,2026-01-31,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,5875.00,Convergence Targeted Communication,"ONL - Social media, online ads",digital ads,Scott Harriman,Support,5875.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme0n46feg599s80xrz6h2e1,2026-08-31 13:21,Primary,
a_01knq79yz3f1wtn1xten674dyz,2026-01-31,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,5875.00,Convergence Targeted Communication,"ONL - Social media, online ads",online ads,Scott Harriman,Support,5875.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01knq79yz3f1wtn1xten674dyz,2026-08-31 13:21,Primary,
a_01kme0hmccfq1v6pzwtgm4wpzc,2026-01-28,LEWISTON DEMOCRATIC CITY COMMITTEE,Independent Expenditure,550.00,Lincoln County Publishing,MHS - Direct mail (all costs included),postcard,Scott Harriman,Support,550.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kme0hmccfq1v6pzwtgm4wpzc,2026-08-31 13:21,Primary,
a_01kntrezd5fw7vfy845gwp3c1y,2026-01-28,Restoration of America PAC Maine,Independent Expenditure,799403.40,Gen2 Solutions LLC,TVN - TV ads and production,Production and placement of TV advertisements,Garrett Paul Mason,Support,799403.40,Governor,Governor,-,Republican,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kntrezd5fw7vfy845gwp3c1y,2026-08-31 13:21,Primary,
a_01kmdxed82fjbba5664qbfsbm2,2026-01-27,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,8807.28,Convergence Targeted Communication,MHS - Direct mail (all costs included),direct mail,Scott Harriman,Support,7691.30,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kmdxed82fjbba5664qbfsbm2,2026-08-31 13:21,Primary,
a_01kmdxed82fjbba5664qbfsbm2,2026-01-27,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,8807.28,Convergence Targeted Communication,MHS - Direct mail (all costs included),direct mail,Janet Beaudoin,Oppose,1115.98,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kmdxed82fjbba5664qbfsbm2,2026-08-31 13:21,Primary,
a_01knq754f0e8h9kj24w0vcdqwy,2026-01-27,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,7691.30,Convergence Targeted Communication,MHS - Direct mail (all costs included),Mail,Scott Harriman,Support,7691.30,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01knq754f0e8h9kj24w0vcdqwy,2026-08-31 13:21,Primary,
a_01knq77jreezstqqgfsxe2ns0v,2026-01-27,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,1115.98,Convergence Targeted Communication,MHS - Direct mail (all costs included),mail,Janet Beaudoin,Oppose,1115.98,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01knq77jreezstqqgfsxe2ns0v,2026-08-31 13:21,Primary,
a_01kf4es7eces5946c0a9htd02v,2025-02-25,Maine Republican Party,Independent Expenditure,792.80,SPECTRUM MARKETING COMPANIES,MHS - Direct mail (all costs included),GOTV MAILERS,"Fish, Carolyn",Support,792.80,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kf4es7eces5946c0a9htd02v,2026-08-31 13:22,2025 Special,
a_06ffhwpgy2e01r001t86dqq3t0,2025-02-21,RSLC PAC,Independent Expenditure,555.50,Foundation Strategies LLC,"PHO - Phone bank, robocalls/texts",Text messages,"Fish, Carolyn",Support,555.50,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy2e01r001t86dqq3t0,2026-08-31 13:22,2025 Special,
a_01kg8y35ypeg2v4kgccaa7anvw,2025-02-20,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,450.00,Convergence Targeted Communications,"PHO - Phone bank, robocalls/texts",Phones/Texts,Sean Faircloth,Support,450.00,Representative District 24,Representative,24,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_01kg8y35ypeg2v4kgccaa7anvw,2026-08-31 13:22,2025 Special,Sean F. Faircloth
a_06ffhwpgy1fezr006x3zqr6k6r,2025-02-20,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,450.00,Convergence Targeted Communications,"PHO - Phone bank, robocalls/texts",Phones/Texts,Sean Faircloth,Support,450.00,Representative District 24,Representative,24,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fezr006x3zqr6k6r,2026-08-31 13:22,2025 Special,"Faircloth, Sean F."
a_06ffhwpgy1fx580009aevtgc24,2025-02-20,Maine Republican Party,Independent Expenditure,594.60,Spectrum Marketing,MHS - Direct mail (all costs included),GOTV MAILERS,"Fish, Carolyn",Support,594.60,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fx580009aevtgc24,2026-08-31 13:22,2025 Special,
a_06ffhwpgy1fyyr0002wbme4t22,2025-02-18,Maine First PAC,Independent Expenditure,528.31,Bangor Letter Shop,MHS - Direct mail (all costs included),Direct Mailing,"Fish, Carolyn",Support,528.31,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fyyr0002wbme4t22,2026-08-31 13:22,2025 Special,
a_06ffhwpgy1fxgr001rymv751b8,2025-02-17,Maine Republican Party,Independent Expenditure,1020.19,SPECTRUM MARKETING COMPANIES,MHS - Direct mail (all costs included),GOTV Mailers,"Fish, Carolyn",Support,1020.19,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fxgr001rymv751b8,2026-08-31 13:22,2025 Special,
a_06ffhwpgy1fy880015wmesgf3a,2025-02-12,Maine Republican Party,Independent Expenditure,1963.42,SPECTRUM MARKETING COMPANIES,MHS - Direct mail (all costs included),Mailers,"Fish, Carolyn",Support,1963.42,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fy880015wmesgf3a,2026-08-31 13:22,2025 Special,
a_06ffhwpgy1fzar004kv2ydsdmx,2025-02-12,Maine First PAC,Independent Expenditure,733.00,Bangor Letter Shop,MHS - Direct mail (all costs included),Direct Mailing,"Fish, Carolyn",Support,733.00,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fzar004kv2ydsdmx,2026-08-31 13:22,2025 Special,
a_06ffhwpgy1ffb80001qvkafc6w,2025-02-11,MAINE DEMOCRATIC STATE COMMITTEE,Independent Expenditure,5318.46,Convergence Targeted Communications,MHS - Direct mail (all costs included),Mail,Sean Faircloth,Support,5318.46,Representative District 24,Representative,24,Democratic,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1ffb80001qvkafc6w,2026-08-31 13:22,2025 Special,"Faircloth, Sean F."
a_06ffhwpgy1fxwr002bsdck4f5n,2025-02-10,Maine Republican Party,Independent Expenditure,1275.31,SPECTRUM MARKETING COMPANIES,MHS - Direct mail (all costs included),Mailers,"Fish, Carolyn",Support,1275.31,,,,,https://www.mainecampaignfinancedisclosure.com/public/activities/a_06ffhwpgy1fxwr002bsdck4f5n,2026-08-31 13:22,2025 Special,
